"","title","company","city","organization","size","type","experience1","degree","size","minimumpay","maximumpay","logmeanpay","experience2","R","SPSS","Excel","Python","MATLAB","Java","SQL","SAS","Stata","EViews","Spark","Hadoop"
"2234","品牌直营经理","西安昭泰文化发展有限公司","陕西","民营公司","50-150人","家具/家电/玩具/礼品",0,"无","招聘1人",8000,9999,9.10492429921953,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2235","分户及返修工程师（集团）","龙湖物业","陕西","民营公司","10000人以上","物业管理/商业中心",0,"无","招聘若干人",15000,19999,9.76992758807486,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2236","SEO/SEM","陕西佳之易网络科技有限公司","陕西","民营公司","50-150人","互联网/电子商务",1,"大专","招聘若干人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2237","电商讲师","北京博导前程信息技术股份有限公司","陕西","民营公司","150-500人","互联网/电子商务",3,"大专","招聘5人",5000,10000,8.9226582995244,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2238","数据库开发","南京迈特望科技股份有限公司","陕西","合资","500-1000人","计算机软件",2,"本科","招聘若干人",6000,7999,8.85359399691488,"1-2年",0,0,0,1,0,0,1,0,0,0,0,0
"2239","客服专员","西安皮皮易电子商务有限公司","陕西","民营公司","50-150人","互联网/电子商务",2,"大专","招聘1人",2500,4000,8.08641027532378,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2240","采销经理","e家家居服务股份有限公司","陕西","民营公司","150-500人","家具/家电/玩具/礼品",0,"大专","招聘2人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2241","采购员","陕西医药控股集团派昂医药有限责任公司","陕西","国企","1000-5000人","制药/生物工程",2,"大专","招聘2人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2242","人事主管","大众点评网","陕西","民营公司","5000-10000人","互联网/电子商务",5,"无","无",NA,NA,NA,"5-6年",0,0,1,0,0,0,0,0,0,0,0,0
"2243","外贸电商Google SEM/SEO推广主管","西安富立叶微电子有限责任公司","陕西","民营公司","150-500人","电子技术/半导体/集成电路",5,"无","招聘1人",6000,7999,8.85359399691488,"5-6年",0,0,0,0,0,1,0,0,0,0,0,0
"2244","淘宝店长","中庄集团","陕西","民营公司","50-150人","多元化业务集团公司",0,"大专","招聘5人",6000,10000,8.98719682066197,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2245","教育运营经理（西安）6000-10000/月薪","武汉天喻教育科技有限公司","陕西","国企","500-1000人","互联网/电子商务",3,"本科","招聘1人",6000,10000,8.98719682066197,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2246","人力资源主管（西安/清洁能源）","西安隆基硅材料股份有限公司","陕西","民营公司","5000-10000人","新能源",5,"本科","招聘若干人",4500,5999,8.565888112955,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"2247","销售助理","今日财经网","陕西","民营公司","150-500人","互联网/电子商务",0,"中专","招聘若干人",2000,2999,7.82384599085363,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"2248",".net软件开发工程师","珠海网博信息科技股份有限公司","陕西","上市公司","150-500人","互联网/电子商务",0,"本科","招聘2人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,1,0,0,0,0,0
"2249","木门导购","陕西星冠建材家居有限公司","陕西","民营公司","少于50人","家居/室内设计/装潢",0,"中专","招聘2人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2250","百度竞价/百度推广/竞价","西安国医肿瘤医院","陕西","民营公司","50-150人","医疗/护理/卫生",2,"本科","招聘2人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2251","市场助理/市场部行政助理/市场分析员","西安和合医学检验所有限公司","陕西","民营公司","50-150人","医疗/护理/卫生",1,"无","招聘若干人",3000,4499,8.22937777674144,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2252","运维工程师","上海安畅网络科技股份有限公司","陕西","上市公司","150-500人","互联网/电子商务",2,"本科","招聘10人",3999,7999,8.69934806765309,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2253","电话销售","西安万资财务管理有限公司","陕西","民营公司","50-150人","专业服务(咨询、人力资源、财会)",0,"无","招聘若干人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2254","商务、行政实习生","用友优普信息技术有限公司","陕西","民营公司","1000-5000人","计算机软件",0,"本科","招聘3人",1500,1500,7.3132203870903,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2255","网络管理专员","圆通速递有限公司","陕西","上市公司","10000人以上","交通/运输/物流",0,"无","招聘1人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2256","人事行政经理","西安鼎力信息技术有限责任公司","陕西","民营公司","50-150人","计算机软件",5,"大专","招聘1人",6000,7999,8.85359399691488,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"2257","招聘经理","陕西恒丰酒业有限公司","陕西","民营公司","500-1000人","快速消费品(食品、饮料、化妆品)",1,"大专","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2258","人事助理","深圳市古中商务有限公司","陕西","民营公司","50-150人","贸易/进出口",1,"大专","招聘若干人",2000,2999,7.82384599085363,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2259","生物信息培训生（西安）","上海丰核信息科技有限公司","陕西","民营公司","150-500人","制药/生物工程",0,"本科","招聘若干人",3000,4499,8.22937777674144,"无经验要求",1,0,0,1,0,0,0,0,0,0,0,0
"2260","客户管理经理（一汽大众-灞桥）","新丰泰集团控股有限公司","陕西","上市公司","500-1000人","汽车及零配件",1,"大专","招聘1人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2261","电子商务（双休）","西安西丰电气科技有限责任公司","陕西","民营公司","少于50人","仪器仪表/工业自动化",1,"大专","招聘1人",2000,4000,8.00636756765025,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2262","淘宝/天猫运营助理","西安常源工贸有限公司","陕西","民营公司","150-500人","服装/纺织/皮革",0,"无","招聘2人",3500,5000,8.35467426191846,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2263","产品经理","金花企业（集团）股份有限公司西安金花制药厂","陕西","民营公司","150-500人","制药/生物工程",3,"本科","招聘1人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2264","区经理","西王集团","陕西","民营公司","10000人以上","快速消费品(食品、饮料、化妆品)",5,"大专","招聘若干人",3000,NA,NA,"5-6年",0,0,1,0,0,0,0,0,0,0,0,0
"2265","零售运营事务专员","广州立白企业集团有限公司","陕西","民营公司","10000人以上","快速消费品(食品、饮料、化妆品)",3,"大专","招聘1人",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2266","销售专员/主管","山东西王食品有限公司","陕西","民营公司","500-1000人","快速消费品(食品、饮料、化妆品)",2,"高中","招聘若干人",2000,2999,7.82384599085363,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2267","业务部长","陕西同步伟业通信有限公司","陕西","民营公司","150-500人","通信/电信运营、增值服务",0,"大专","招聘1人",2000,2999,7.82384599085363,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2268","JAVA开发高级工程师","心医国际数字医疗系统有限公司","陕西","合资","500-1000人","计算机软件",0,"无","招聘4人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,1,1,0,0,0,1,1
"2269","供货商管理工程师","力成半导体（西安）有限公司","陕西","外资","1000-5000人","电子技术/半导体/集成电路",0,"本科","招聘若干人",NA,NA,NA,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2270","APP推广","西安扫电猴信息科技有限公司","陕西","民营公司","50-150人","互联网/电子商务",0,"本科","招聘若干人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2271","淘宝运营","西安市骏文商贸有限公司","陕西","民营公司","150-500人","医疗/护理/卫生",2,"大专","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2272","市场推广专员/主管","乐友集团——西安分公司","陕西","外资","500-1000人","批发/零售",1,"本科","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2273","新三板承揽承做岗","天风证券股份有限公司","陕西","国企","1000-5000人","金融/投资/证券",3,"硕士","招聘若干人",NA,NA,NA,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2274","报关专员","信泰电子（西安）有限公司","陕西","外资","500-1000人","电子技术/半导体/集成电路",3,"大专","招聘若干人",3000,NA,NA,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2275","红冠区经理","中山市中智药业集团有限公司","陕西","上市公司","1000-5000人","制药/生物工程",2,"中专","招聘1人",10000,14999,9.43344392249037,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2276","税务经理","陕西沙河实业有限公司","陕西","民营公司","500-1000人","房地产",5,"本科","招聘1人",6000,8000,8.85366542803745,"5-6年",0,0,0,0,0,0,0,0,0,0,0,0
"2277","KIR男装高薪聘店长（长乐路沿线）","KIR男装","陕西","民营公司","500-1000人","服装/纺织/皮革",1,"无","招聘2人",5000,8000,8.77955745588373,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2278","营业员/网点文员","远成快运（上海）有限公司","陕西","民营公司","10000人以上","交通/运输/物流",0,"高中","招聘1人",2500,3500,8.00636756765025,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2279","销售助理（西安）","湖北三新文化传媒有限公司","陕西","民营公司","500-1000人","贸易/进出口",0,"大专","招聘若干人",2000,3500,7.91935619066062,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2280","BD","杭州立方控股股份有限公司陕西分公司","陕西","上市公司","50-150人","电子技术/半导体/集成电路",2,"无","招聘2人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2281","上市企业高薪诚聘销售代表/商务代表","中企动力科技股份有限公司-西部区","陕西","民营公司","5000-10000人","互联网/电子商务",0,"大专","招聘10人",2000,2999,7.82384599085363,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2282","团队中层管理+2000无责任底薪","西安甘泉电子科技有限公司","陕西","民营公司","50-150人","批发/零售",0,"大专","招聘4人",3000,6000,8.41183267575841,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2283","会计","西安君正房地产开发有限公司","陕西","民营公司","50-150人","房地产",1,"大专","招聘2人",3000,4000,8.1605182474775,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2284","区域招商经理","浙江友邦集成吊顶股份有限公司","陕西","上市公司","150-500人","家居/室内设计/装潢",0,"大专","招聘12人",8000,1e+05,10.8967393255464,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2285","采购员","日丰企业集团有限公司","陕西","民营公司","1000-5000人","原材料和加工",2,"大专","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2286","天猫、京东运营推广 (职位编号：009)","西安中尊建材有限公司","陕西","民营公司","500-1000人","建筑/建材/工程",2,"大专","招聘2人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2287","直营督导","柒牌有限公司西安分公司","陕西","民营公司","1000-5000人","服装/纺织/皮革",2,"大专","招聘若干人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2288","童装商品经理","西安惠尔企业管理咨询有限公司","陕西","民营公司","少于50人","专业服务(咨询、人力资源、财会)",2,"大专","招聘1人",8000,9999,9.10492429921953,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2289","APP专员","中国平安人寿保险股份有限公司陕西分公司","陕西","上市公司","10000人以上","保险",1,"大专","招聘5人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2290","推广专员","西安沐易家居用品有限公司","陕西","民营公司","150-500人","互联网/电子商务",2,"大专","招聘3人",6000,10000,8.98719682066197,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2291","中级软件开发工程师","陕西恒宇通电子技术有限公司","陕西","民营公司","50-150人","计算机软件",2,"大专","招聘1人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,1,1,0,0,0,0,0
"2292","区域业务支持主管(023601) (职位编号：CreditEase023601)","宜信公司","陕西","民营公司","10000人以上","金融/投资/证券",3,"本科","招聘若干人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2293","阿里乡村-农村淘宝-业务部前线-资深运营专员（陕西） (职位编号：GP029496)","阿里巴巴集团","陕西","上市公司","10000人以上","互联网/电子商务",3,"本科","招聘5人",NA,NA,NA,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2294","生产物流工段长(J13857)","吉利集团（宝鸡基地）","陕西","民营公司","5000-10000人","汽车及零配件",0,"大专","招聘2人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2295","成本控制(J12585)","吉利集团（总部）","陕西","民营公司","10000人以上","汽车及零配件",2,"本科","招聘1人",4500,5999,8.565888112955,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2296","BDX_数据仓库开发与设计工程师_西安 (职位编号：001294)","亚信科技（成都）有限公司","陕西","外资","150-500人","计算机软件",3,"本科","招聘若干人",10000,14999,9.43344392249037,"3-4年",0,0,0,1,0,0,1,0,0,0,1,1
"2297","玩具区域经理 月薪6000-8000，绩效另计","汕头市澄海区领乐帆玩具厂","陕西","民营公司","150-500人","家具/家电/玩具/礼品",3,"中专","招聘若干人",6000,7999,8.85359399691488,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2298","运营专员","西安绿点信息科技有限公司","陕西","民营公司","150-500人","通信/电信/网络设备",2,"无","招聘若干人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2299","微信文案策划/微信公众号运营/微信编辑","上海长牛信息科技有限公司","陕西","民营公司","50-150人","互联网/电子商务",0,"无","招聘5人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2300","网销经理","西安鑫港达二手精品名车馆经销有限公司","陕西","民营公司","50-150人","汽车及零配件",0,"大专","招聘1人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2301","LTE诺西中高级网优工程师(宁夏固原)","杭州华星创业通信技术股份有限公司","陕西","上市公司","1000-5000人","通信/电信/网络设备",2,"无","招聘1人",8000,9999,9.10492429921953,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2302","ERP数据专员","陕西奥莱斯商贸有限公司","陕西","民营公司","50-150人","贸易/进出口",0,"大专","招聘1人",3000,3200,8.03915739047324,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2303","财务/会计","陕西华世人力资源管理有限公司","陕西","民营公司","500-1000人","专业服务(咨询、人力资源、财会)",0,"高中","招聘5人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2304","市场专员 (职位编号：01)","西安智高诚软件科技有限公司","陕西","民营公司","50-150人","计算机软件",0,"大专","招聘20人",2000,5000,8.1605182474775,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2305","线上推广主管","西安基创广告文化传播有限公司","陕西","民营公司","50-150人","教育/培训/院校",1,"大专","招聘若干人",3000,6000,8.41183267575841,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2306","资金经理（投资理财方向）","西安天和防务技术股份有限公司","陕西","民营公司","500-1000人","电子技术/半导体/集成电路",8,"无","招聘1人",8000,NA,NA,"7-8年",0,0,0,0,0,0,0,0,0,0,0,0
"2307","产品经理","陕西中易通实业有限公司","陕西","民营公司","50-150人","电气/电力/水利",3,"大专","招聘1人",3000,4499,8.22937777674144,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2308","魅族终端顾问","陕西昊智通讯设备有限公司","陕西","民营公司","50-150人","通信/电信运营、增值服务",0,"大专","招聘4人",3500,6000,8.46589989702869,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2309","商务专员","国商商标事务所有限公司","陕西","民营公司","50-150人","专业服务(咨询、人力资源、财会)",0,"中专","招聘8人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2310","算法工程师","上海艾飞能源科技有限公司","陕西","民营公司","少于50人","计算机软件",0,"本科","招聘2人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,1,0,0,0,0,0,0
"2311","租户协调主管","陕西正大商业管理有限公司","陕西","外资","150-500人","房地产",0,"无","招聘若干人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2312","SEO/SEM","陕西金开贷金融服务有限公司","陕西","国企","50-150人","金融/投资/证券",2,"本科","招聘1人",8500,12500,9.25913053614561,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2313","培训部经理","陕西墨道教育科技有限公司","陕西","民营公司","50-150人","教育/培训/院校",3,"大专","招聘3人",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2314","运营主管","大连隆城汽车租赁有限公司西安分公司","陕西","民营公司","150-500人","租赁服务",3,"本科","招聘若干人",4000,6000,8.51719319141624,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2315","天猫、淘宝、京东运营","陕西世纪多乐商贸有限责任公司","陕西","民营公司","50-150人","互联网/电子商务",0,"无","招聘若干人",4000,10000,8.85366542803745,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2316","互联网产品运营岗","西部证券股份有限公司","陕西","上市公司","1000-5000人","金融/投资/证券",0,"无","招聘1人",NA,NA,NA,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2317","市场/营销经理","西安飞尚电影城有限公司","陕西","民营公司","150-500人","娱乐/休闲/体育",3,"本科","招聘3人",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2318","竞价","陕西金邦体育设施有限公司","陕西","民营公司","少于50人","建筑/建材/工程",3,"大专","招聘2人",3000,4499,8.22937777674144,"3-4年",0,0,1,0,0,0,0,0,0,0,0,0
"2319","运营经理","陕西安康市东辉珠宝玉器有限公司","陕西","民营公司","150-500人","奢侈品/收藏品/工艺品/珠宝",2,"本科","招聘若干人",5000,6700,8.6741969402259,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2320","采购经理","西安小六汤包餐饮有限责任公司","陕西","民营公司","1000-5000人","餐饮业",3,"中专","招聘1人",6000,9000,8.9226582995244,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2321","预约专员","西安市创丰盛汽车销售服务有限公司","陕西","外资","150-500人","汽车及零配件",0,"大专","招聘1人",3000,4499,8.22937777674144,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"2322","市场督导","中大商贸有限责任公司","陕西","民营公司","50-150人","服装/纺织/皮革",1,"无","招聘2人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2323","淘宝店铺运营经理","西安爱易网络技术有限公司","陕西","民营公司","150-500人","互联网/电子商务",0,"大专","招聘1人",5000,8000,8.77955745588373,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2324","医学分析师","中公网医疗信息技术有限公司","陕西","上市公司","500-1000人","医疗/护理/卫生",0,"本科","招聘10人",10000,14999,9.43344392249037,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2325","销售代表（1800-8000元）","陕西顺安安全防护器材有限公司","陕西","民营公司","少于50人","仪器仪表/工业自动化",0,"无","招聘3人",2000,8000,8.51719319141624,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2326","酒店会计","陕西万谷建设集团有限公司","陕西","民营公司","150-500人","酒店/旅游",3,"大专","招聘1人",3000,4499,8.22937777674144,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2327","供应链管理专员","西安易锁宝电子科技有限公司","陕西","民营公司","少于50人","电子技术/半导体/集成电路",2,"无","招聘2人",6000,7999,8.85359399691488,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2328","操盘手","陕西米卡商贸有限公司","陕西","民营公司","50-150人","金融/投资/证券",0,"大专","招聘3人",4500,5999,8.565888112955,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2329","销售部长","陕西泰信智能科技有限公司","陕西","合资","50-150人","服装/纺织/皮革",1,"大专","招聘2人",3500,6000,8.46589989702869,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2330","APP运营推广经理（高新区+五险一金）","西安领跑网络传媒科技股份有限公司","陕西","民营公司","50-150人","互联网/电子商务",0,"本科","招聘1人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2331","销售助理","陕西鑫三合商贸有限公司","陕西","民营公司","少于50人","汽车及零配件",2,"大专","招聘1人",3000,5000,8.29404964010203,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2332","销售实习生4000-6000年薪10万-15万","西安恩业商贸有限公司","陕西","民营公司","50-150人","批发/零售",0,"大专","招聘8人",4000,6000,8.51719319141624,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2333","项目经理","西安大医数码技术有限公司","陕西","外资","150-500人","医疗设备/器械",1,"本科","招聘若干人",6000,7999,8.85359399691488,"1-2年",0,0,1,0,0,0,0,0,0,0,0,0
"2334","人力资源专员","陕西雅盛科教投资有限公司","陕西","民营公司","150-500人","教育/培训/院校",3,"本科","招聘1人",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2335","市场专员","西安奥天汽车销售服务有限公司","陕西","民营公司","50-150人","汽车及零配件",2,"大专","招聘1人",2000,4000,8.00636756765025,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2336","网店运营","陕西沃尔斯特医药生物科技有限公司","陕西","民营公司","少于50人","制药/生物工程",3,"大专","招聘2人",4000,8000,8.69951474821019,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2337","金融分析师","西安圣诺威电子商务有限公司","陕西","民营公司","50-150人","金融/投资/证券",0,"大专","招聘10人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2338","销售内勤","徐福记国际控股集团有限公司西北大区","陕西","外资","150-500人","快速消费品(食品、饮料、化妆品)",1,"大专","招聘2人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2339","大型装饰工程内外装预算员","陕西多维建筑装饰工程有限责任公司","陕西","民营公司","50-150人","建筑/建材/工程",3,"大专","招聘6人",3000,4499,8.22937777674144,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2340","高薪诚聘 网店运营    电商运营 (职位编号：018)","西安永发电器","陕西","民营公司","少于50人","批发/零售",1,"大专","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2341","市场专员 (职位编号：2013008)","西安元丰雷克萨斯汽车销售服务有限公司","陕西","国企","50-150人","汽车及零配件",0,"大专","招聘2人",3000,5000,8.29404964010203,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2342","微信运维专员","西北绿城房地产有限公司","陕西","民营公司","150-500人","房地产",2,"本科","招聘1人",4000,5000,8.41183267575841,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2343","业务实习生（旅游+提供住宿）","西安美东电子科技有限公司","陕西","民营公司","1000-5000人","批发/零售",0,"本科","招聘6人",2500,6000,8.35467426191846,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2344","软件开发实训生6000++Java/Hadoop/Linux&shell","西安名度电子商务有限公司","陕西","民营公司","少于50人","互联网/电子商务",0,"大专","招聘20人",6000,7999,8.85359399691488,"无经验要求",0,0,0,0,0,1,1,0,0,0,1,1
"2345","咨询专员","陕西福邦安全科技有限公司","陕西","民营公司","少于50人","专业服务(咨询、人力资源、财会)",0,"大专","招聘3人",3000,4499,8.22937777674144,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"2346","微信公众号运营员","陕西新视野文化传媒有限公司","陕西","民营公司","少于50人","影视/媒体/艺术/文化传播",1,"无","招聘5人",2000,2999,7.82384599085363,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2347","运营推广专员","陕西兰杉网络科技有限公司","陕西","民营公司","50-150人","互联网/电子商务",2,"大专","招聘2人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2348","业务跟单员（高绩效奖+五险一金+住宿+提升）","西安擎普企业管理咨询有限公司","陕西","民营公司","50-150人","快速消费品(食品、饮料、化妆品)",0,"无","招聘3人",3000,4499,8.22937777674144,"无经验要求",0,0,0,0,0,0,0,0,0,0,0,0
"2349","市场专员/市场推广（蕃茄田艺术榆林中心）","上海金宝贝科教服务有限公司","陕西","合资","500-1000人","教育/培训/院校",1,"大专","招聘若干人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2350","市场专员/市场推广（蕃茄田艺术西安钟楼中心）","蕃茄田艺术（中国）","陕西","民营公司","150-500人","教育/培训/院校",1,"大专","招聘若干人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2351","化妆品店长","西安聚美汇化妆品有限公司","陕西","民营公司","50-150人","快速消费品(食品、饮料、化妆品)",2,"大专","招聘2人",6000,7999,8.85359399691488,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2352","人力资源专员","饿了么","陕西","合资","5000-10000人","互联网/电子商务",0,"本科","招聘若干人",3000,5999,8.411721558474,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"2353","新媒体运营专员","美吉姆国际儿童教育中心","陕西","民营公司","50-150人","教育/培训/院校",1,"大专","招聘1人",3000,4499,8.22937777674144,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2354","运营管理岗","上海万科房地产有限公司","陕西","国企","150-500人","房地产",0,"本科","招聘2人",4500,5999,8.565888112955,"无经验要求",0,0,1,0,0,0,0,0,0,0,0,0
"2355","市场网络推广专员","西安莲湖瑞思学科英语高新唐延培训中心","陕西","民营公司","50-150人","教育/培训/院校",3,"大专","招聘1人",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2356","网络维护","陕西拓方信息技术有限公司","陕西","民营公司","150-500人","通信/电信/网络设备",1,"大专","招聘2人",2000,2999,7.82384599085363,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2357","贷后客服科员","比亚迪汽车金融有限公司","陕西","合资","50-150人","金融/投资/证券",1,"大专","招聘若干人",4500,5999,8.565888112955,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2358","人力资源专员","无锡市同步电子有限公司","陕西","民营公司","500-1000人","电子技术/半导体/集成电路",2,"本科","招聘1人",2500,5000,8.22951111896446,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
"2359","无责底薪急招人事专员  上班自由","西安娜美商贸有限公司","陕西","民营公司","150-500人","贸易/进出口",3,"无","招聘15人",4500,5999,8.565888112955,"3-4年",0,0,0,0,0,0,0,0,0,0,0,0
"2360","SEO/SEM/网络推广/网络优化","西安国联质量检测技术股份有限公司","陕西","上市公司","150-500人","检测，认证",2,"大专","招聘1人",2000,4000,8.00636756765025,"1-2年",0,0,0,0,0,0,0,0,0,0,0,0
